id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,sum,sum_organic,sum_inorganic,sum_Phosphotransferase,sum_Transporters,sum_Two_component,occP_1_2,labP,orgP,secP_1_2,totP
SRR8874768,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-4.478511235,-0.242612043,-0.88184454,-0.654855694,-3.177899591,0.478700631,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR8874838,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-3.713926147,0.945895567,-0.997210216,-0.484126188,-3.197004531,0.018519222,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR8931191,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,12.65993511,-1.744016934,-1.49575228,0.363967648,16.82099956,-1.285262887,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931197,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,24.62269192,0.060034969,5.852905277,1.56589448,10.54561105,6.598246147,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931198,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,29.28644574,1.223104998,6.589850316,2.309763046,10.2318765,8.93185088,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931204,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,-6.12272686,-0.701776194,-1.249965282,-0.397703136,-1.596957704,-2.176324544,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931205,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,-2.56712138,-0.614466605,-1.209020965,-0.506514377,-0.355112661,0.117993228,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931206,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,23.95963224,-0.109203695,4.723526458,1.266434355,11.60079602,6.478079096,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931207,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,20.92054985,-0.097380181,6.176249421,3.053161217,6.413814998,5.374704395,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931209,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,-6.143237895,-2.010079469,-0.889904384,-0.714481787,-3.254698936,0.725926681,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931223,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,46.93514749,0.988783161,8.486799272,3.262842274,28.01645989,6.180262884,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931224,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,31.36161746,1.126485787,6.481295753,1.006391295,18.51921926,4.228225368,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931225,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,41.30684721,1.675642174,13.62613824,1.67388068,11.06878524,13.26240088,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931226,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,42.8789969,-0.237684271,12.2561192,4.038449165,15.38894985,11.43316295,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931227,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,16.97007973,-1.627479557,5.779720224,0.989114193,7.815286797,4.013438076,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931228,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,43.13686611,1.693151143,11.12050597,6.435699774,12.29852684,11.58898237,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931235,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,36.29218461,-0.374473231,5.040332622,3.961845526,20.42347073,7.241008961,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR8931236,0.84228985,-0.132171147,0.828458966,-0.556153306,0.41276549,-1.505991204,-0.137564659,9.792692206,-0.781344284,3.210322308,1.119285483,3.39233714,2.852091558,-0.89417908,-1.041813434,-1.20768097,-1.536240345,-1.034892895
SRR9009769,0.802515175,0.051213543,1.095696264,-2.25107936,0.383319873,-0.429557005,-0.148038977,1.764233318,5.78318251,-1.352081889,-0.804003336,-1.182592453,-0.680271514,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9030504,-0.424387843,0.228129302,1.197934859,-0.009194785,-0.69869436,-0.985198781,0.413238796,-0.577185252,0.22669918,1.366822613,-0.357427683,-0.421845773,-1.391433589,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9030505,-0.424387843,0.228129302,1.197934859,-0.009194785,-0.69869436,-0.985198781,0.413238796,5.536130638,2.179386525,3.258429465,-0.168369856,-0.084505111,0.351189615,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9030506,-0.424387843,0.228129302,1.197934859,-0.009194785,-0.69869436,-0.985198781,0.413238796,0.859240863,-0.74908098,0.650997362,0.352640976,-1.053643822,1.658327328,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9030507,-0.424387843,0.228129302,1.197934859,-0.009194785,-0.69869436,-0.985198781,0.413238796,-2.054765424,1.206102754,0.37830684,0.384669513,-3.749382561,-0.27446197,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9032072,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-4.669479679,0.283349558,-0.920146928,-0.591908012,-3.349446292,-0.091328004,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032073,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-6.799482851,-1.278370704,-1.208125273,-0.437468386,-3.982861084,0.107342596,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032074,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-2.640715263,1.297901082,-0.991996248,-0.597315604,-2.925576374,0.576271881,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032075,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-2.469810454,-0.509870264,-0.543102008,-0.445002732,-1.569629651,0.5977942,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032198,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-2.858232925,2.409331334,-1.012275928,-0.528111477,-4.240151534,0.51297468,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032199,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-0.708390802,0.007103266,-0.229853125,0.248910462,-1.031024283,0.296472879,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032202,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-5.110455023,-0.928860455,-0.782803767,-0.63675496,-2.927859979,0.165824139,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032258,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-2.807875524,0.460970898,-0.542304537,-0.355695998,-2.709931849,0.339085962,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032259,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-3.203438955,-0.808769805,-0.677426534,0.420498127,-2.769458793,0.63171805,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032267,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-3.077059428,-0.770631934,-0.606402235,0.228042986,-3.413287781,1.485219536,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032300,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,-4.178608954,0.716653566,-0.848407004,-0.432210668,-4.178550116,0.563905268,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032509,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,7.868833523,1.225780098,1.013705453,2.418137209,1.05309367,2.158117093,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032510,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,7.463618682,0.965392762,0.392426109,3.141113342,0.252126555,2.712559914,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032615,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,7.090066491,1.069990204,0.723614108,1.854630627,1.512004763,1.929826789,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032617,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,8.852702919,1.998254636,0.615433598,2.273611841,0.762461403,3.202941442,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032694,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,4.776247634,0.700966205,0.356335588,1.728278822,0.611522825,1.379144194,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032715,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,5.352490555,-0.434226068,0.271758437,2.048202477,0.818077342,2.648678366,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR9032716,1.70854094,0.773246126,0.391515247,-0.727905362,0.17381763,0.81975109,-0.036044826,5.823753778,1.704007183,0.573412524,1.258503719,0.94721847,1.340611882,-0.55635125,-0.830684128,-0.772840175,-0.492195721,-0.926832222
SRR908208,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,6.045933307,0.68704677,0.053394466,-0.400994757,2.792827572,2.913659257,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR908211,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,7.858086545,-1.701870904,0.691813682,-0.557152804,1.876650883,7.548645687,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR908272,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,16.54622343,-1.505592723,2.082852158,-0.424722343,6.471808473,9.921877864,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR908273,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,-4.538436396,-2.26680273,-1.0406993,0.163025388,-1.283641196,-0.110318558,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR908275,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,-3.301014271,-1.507467533,-1.052549217,0.348051128,-2.936963517,1.847914867,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR908276,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,-2.607945236,-1.134770855,-0.636403905,0.331014033,-2.013004466,0.845219956,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR908279,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,41.51986899,1.131705844,5.3823001,6.445896958,19.68367532,8.876290771,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR908281,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,28.83914501,6.10874363,6.064778227,-0.461884271,6.375358821,10.7521486,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR908290,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,2.451419578,-2.126674914,4.961152095,1.098019761,-0.292677446,-1.188399919,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR908291,1.687804092,-1.186951985,-0.639881119,1.101690459,0.903698475,7.956399365,-0.415148368,58.34913214,-0.923357007,10.90764029,6.807280096,32.33293553,9.224633236,2.143462407,5.052570339,2.476448746,1.761458965,4.434314341
SRR9179559,2.564008104,0.907073377,0.732802613,0.176949974,0.134414869,3.420186264,-0.429306635,-22.140005,-2.26680273,-3.611533387,-1.190644502,-11.17303295,-3.897991432,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9179560,2.564008104,0.907073377,0.732802613,0.176949974,0.134414869,3.420186264,-0.429306635,-20.75430405,-2.259090542,-3.125911849,-1.126153142,-10.95430995,-3.288838564,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9179561,2.564008104,0.907073377,0.732802613,0.176949974,0.134414869,3.420186264,-0.429306635,-21.99901144,-2.150234817,-3.599629079,-1.195742352,-11.20577146,-3.847633729,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9179562,2.564008104,0.907073377,0.732802613,0.176949974,0.134414869,3.420186264,-0.429306635,-19.615853,-2.115905366,-2.957140107,-0.519996722,-10.4890682,-3.533742611,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9179563,2.564008104,0.907073377,0.732802613,0.176949974,0.134414869,3.420186264,-0.429306635,-21.77119721,-2.26680273,-3.426330519,-1.189626806,-11.17075833,-3.717678825,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR922014,0.740679586,1.438527967,0.258753305,0.803647761,0.316589891,-0.772897062,0.081323606,-22.37768437,-2.26680273,-3.63837106,-1.183024736,-11.20733552,-4.082150322,-1.015740577,-0.842949807,-0.910909949,-0.792912556,-0.991198764
SRR9597091,2.552152454,0.718834465,0.833431815,0.357562138,-0.824667817,0.201443382,0.218936505,-6.994561513,-0.664197261,-1.141623942,0.349025111,-3.93959023,-1.598175191,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR9597092,2.552152454,0.718834465,0.833431815,0.357562138,-0.824667817,0.201443382,0.218936505,59.60357892,-1.315047544,1.53980357,-0.236779061,51.57469482,8.040907142,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR9597093,2.552152454,0.718834465,0.833431815,0.357562138,-0.824667817,0.201443382,0.218936505,93.94575963,-0.502077294,1.908067463,0.629813382,75.50781949,16.40213659,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR9648393,0.291823052,0.352079294,0.629162207,-1.471974282,0.862723022,-0.738131423,0.023531329,1.972622784,2.414065917,-1.08332723,-0.521823826,1.289007199,-0.125299276,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9648401,0.291823052,0.352079294,0.629162207,-1.471974282,0.862723022,-0.738131423,0.023531329,-9.791891836,-1.239069775,-2.139482748,-0.736373723,-3.685509074,-1.991456517,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9648403,0.291823052,0.352079294,0.629162207,-1.471974282,0.862723022,-0.738131423,0.023531329,-5.689192458,-0.973361272,-1.349444947,-0.695381484,-1.980505008,-0.690499747,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9648404,0.291823052,0.352079294,0.629162207,-1.471974282,0.862723022,-0.738131423,0.023531329,1.688491557,-0.11783748,-0.249693779,-0.987599066,-0.400503421,3.444125303,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9648435,0.291823052,0.352079294,0.629162207,-1.471974282,0.862723022,-0.738131423,0.023531329,-14.43144621,-1.910031473,-2.17812867,-0.896110149,-6.84058431,-2.606591605,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9650533,0.04753968,-0.69600317,0.454269762,-0.423531881,1.322912556,-0.573555483,-0.016868187,41.17224811,12.42412832,6.963516663,2.79320569,12.15968143,6.831716015,-0.15656677,-0.770943776,-0.742193951,-1.272309227,-0.494119346
SRR9691018,1.552011563,0.686397934,-1.951750757,-0.565236189,0.956842906,1.306713317,6.740365948,-8.42066764,-1.320037344,-0.912670366,-0.75196147,-4.686249314,-0.749749147,2.767543781,1.394322655,2.777206855,3.300779668,2.24498625
SRR9691020,-0.10014669,-1.145572169,-0.139969828,-0.505596549,-2.498809829,-0.052411461,0.581037756,7.437534464,0.045654274,1.34144421,0.26991777,4.19145021,1.589068,-0.15656677,-0.770943776,-0.742193951,-1.272309227,-0.494119346
SRR9691021,1.095666023,0.32114081,-1.253792498,0.383571915,-0.142952305,-1.325395624,-0.010278382,4.868030112,0.465198141,0.575176975,0.48547533,4.35244785,-1.010268184,-1.09504619,-1.058849176,-1.190036448,-1.006658975,-1.273117786
SRR9691023,1.171896592,0.27090621,-1.2560495,0.37247853,0.140357414,-0.715941038,0.218800172,0.166364736,-0.19364185,-0.337609465,0.468965216,-0.014541689,0.243192523,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9691024,0.942735574,0.199136141,-1.15079958,0.366855484,0.379866569,-0.603456955,0.380238548,4.618323966,2.474878906,2.163953449,0.716117317,-0.258657028,-0.477968679,-1.392113192,-0.299030663,-0.089286867,-1.165490756,-0.913795774
SRR9691028,0.482262672,0.103595011,-2.19202674,-0.156293341,-0.83711744,0.537089949,0.219952933,-9.734118646,-1.156277846,-1.842061295,-0.680705875,-3.320809572,-2.734264058,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9691029,0.173609488,0.960005405,-2.397170082,-0.871407579,0.350596724,0.004958521,-0.080167228,-5.559527643,-1.743328372,-1.05948966,-0.207248394,-3.565364694,1.015903478,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9691031,-0.186271247,-0.09055172,-0.707539016,0.625586243,-1.933975542,0.113345552,0.534355806,-0.961238903,1.382761809,-0.989083066,-0.025198184,-0.096088998,-1.233630463,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR9691032,-0.041209912,-0.029906911,-1.358648345,0.490794309,-0.70500499,0.395030592,0.491160637,-11.03666961,-2.142981171,-2.15420699,-0.801521383,-4.192782909,-1.745177157,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR9691033,-0.696356467,-0.492708421,-0.745924943,0.112787885,-2.350196614,0.54131901,1.329902777,26.23828475,-0.582172347,7.695462805,2.397593832,10.06504478,6.662355682,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR9691035,-0.817918658,-0.562606027,-0.945261503,0.607374773,-2.578618005,0.311596501,0.479680821,15.84335132,2.878635657,0.900358022,1.181287903,8.477276939,2.405792798,-0.573588498,-0.581480114,-0.479880126,-0.314483199,-0.612986116
SRR9691039,-0.525807862,-0.985456367,-0.722493949,-0.17710964,-2.42869697,0.390735423,0.856182646,9.706125973,0.494035788,-1.822981639,0.34345916,11.7852348,-1.093622137,2.379987742,6.003514348,9.901842563,3.10030463,4.434314341
SRR9691040,0.593343601,-1.046066551,-0.189581089,-0.750200329,-1.95602301,1.318644038,1.350736798,11.67306387,-0.333621267,0.54123613,3.313482602,6.566242724,1.585723681,-0.254153291,1.602308669,2.924816893,0.121406011,0.699611449
SRR9691042,2.865757378,0.283142903,-1.388689071,0.648237007,-0.308685455,4.996057737,0.371302854,5.863174654,-1.553811004,2.545077985,0.787442993,-0.754882171,4.839346852,-1.015740577,-0.842949807,-0.910909949,-0.792912556,-0.991198764
SRR9691045,0.44141639,-0.753609957,-0.92118764,-0.320069458,-0.090083685,-0.875409206,-0.07006921,-5.271534045,-1.954468245,-1.147272358,0.311100532,-0.964594142,-1.516299832,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR9691046,1.002659377,-0.155128018,-1.639075308,-0.716790243,0.145198818,-0.35656786,0.06694828,11.85454851,-0.917969618,1.805390401,2.070244003,3.723676731,5.173206994,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR9691050,1.370913052,-1.648339156,-0.392683658,-0.241347018,-0.876672545,-0.343475907,0.113287933,5.856209782,-0.610219892,1.299136335,4.097198666,0.518669533,0.55142514,-1.81462969,-1.046817933,-1.850855206,-1.626507552,-1.38303645
SRR9691051,-0.219936228,-1.325742961,-0.06241594,0.233358045,-0.833822642,-0.218730606,0.572154245,-4.673602947,-0.511052332,-0.622873343,-0.136406024,-2.447228808,-0.95604244,-0.15656677,-0.770943776,-0.742193951,-1.272309227,-0.494119346
SRR9691052,0.09711714,-1.148280932,0.248900027,0.347147263,-1.314757889,-0.474473738,0.426548408,-7.874714882,-2.133161209,-1.052118437,2.065359662,-4.466663265,-2.288131633,-0.15656677,-0.770943776,-0.742193951,-1.272309227,-0.494119346
SRR9691053,0.896917513,1.061027193,0.172587958,1.284644163,-1.389024859,-0.665607962,0.030780583,1.178547038,2.720765656,-1.749052557,-0.566859072,2.672906873,-1.899213862,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR9691054,-0.177814742,-0.671751073,0.24070562,0.806580908,-0.155317291,-0.625759521,0.435997349,17.89623406,2.351612401,1.932787847,2.51538728,8.513657909,2.582788619,-0.15656677,-0.770943776,-0.742193951,-1.272309227,-0.494119346
SRR9691055,0.337930188,0.52383683,-0.2526371,0.987769024,0.5767118,-0.585851089,0.10071666,-11.88240521,-2.009769115,-0.925669692,-1.065400429,-6.126418096,-1.755147883,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR9691056,0.20101833,-0.852960965,0.041277167,0.493658205,-0.027631497,-0.781204542,0.321288465,-8.578163096,-0.747515323,-1.770849123,-0.500280238,-3.989851856,-1.569666556,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9691057,2.84798872,0.239923865,-0.57505377,0.627329662,-1.116193507,4.015522467,-0.111312381,2.789640802,-0.044974353,-0.220294173,-0.06556389,3.019521377,0.10095184,-0.15656677,-0.770943776,-0.742193951,-1.272309227,-0.494119346
SRR9691058,1.688793666,-0.735192673,-0.537154931,1.375984923,-0.386371933,1.275941627,0.221443374,4.646594422,-0.273917002,1.737266163,0.586402582,1.928556226,0.668286453,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9691059,1.671384116,-0.03924525,-0.940697563,1.128560626,-0.467022739,-0.38626109,-0.063884299,-8.132602111,-0.766294676,-1.45432294,-0.174855724,-3.947540545,-1.789588226,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR9733658,0.784645129,0.831466607,1.500766877,-0.443803933,-0.027081794,-0.903304727,1.005140025,6.222807638,-0.575763936,2.509308316,-1.195742352,7.397298347,-1.912292736,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9733659,0.317289765,1.574444873,-0.58976877,1.193923868,0.152017379,-0.551895469,-0.182521366,9.9673462,5.481834976,-0.443005556,-1.195742352,4.867608632,1.2566505,-0.573588498,-0.581480114,-0.479880126,-0.314483199,-0.612986116
SRR9733666,0.784645129,0.831466607,1.500766877,-0.443803933,-0.027081794,-0.903304727,1.005140025,14.31483645,2.010725434,1.592208503,0.507223999,8.997032462,1.207646056,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9733667,0.784645129,0.831466607,1.500766877,-0.443803933,-0.027081794,-0.903304727,1.005140025,14.91729542,1.742497835,3.141940657,-1.195742352,9.190691785,2.037907491,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9733668,0.784645129,0.831466607,1.500766877,-0.443803933,-0.027081794,-0.903304727,1.005140025,25.6597097,-2.26680273,0.713524745,-0.934832116,26.66828075,1.479539058,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9733670,0.317289765,1.574444873,-0.58976877,1.193923868,0.152017379,-0.551895469,-0.182521366,4.825249495,-2.26680273,1.518993292,-1.195742352,4.794651163,1.974150123,-0.573588498,-0.581480114,-0.479880126,-0.314483199,-0.612986116
SRR9733672,0.317289765,1.574444873,-0.58976877,1.193923868,0.152017379,-0.551895469,-0.182521366,9.967024713,0.055893456,-0.633092837,-1.195742352,11.409459,0.330507448,-0.573588498,-0.581480114,-0.479880126,-0.314483199,-0.612986116
SRR9733673,0.317289765,1.574444873,-0.58976877,1.193923868,0.152017379,-0.551895469,-0.182521366,0.410833671,-0.87260839,0.488400414,-1.195742352,4.703618666,-2.712834667,-0.573588498,-0.581480114,-0.479880126,-0.314483199,-0.612986116
SRR9733674,1.438150137,1.402132274,0.276988758,1.721324574,0.388169712,-0.299400671,-0.274002508,-1.35559818,-1.288116322,-0.886574253,0.696372624,1.812980415,-1.690260645,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887588,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,15.41248922,-0.706197795,1.208413424,-1.195742352,-1.139429997,17.24544594,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887589,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,4.696924435,4.36531865,1.019350433,0.068420221,2.877068062,-3.63323293,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887591,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,55.24750047,4.894798602,9.266860046,-0.085073837,28.77398619,12.39692947,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887592,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,16.54251843,-1.001594939,1.886256372,0.864310381,15.27451241,-0.480965796,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887593,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,3.040027109,-2.26680273,0.37437931,-1.195742352,6.584175113,-0.455982231,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887594,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,6.102647719,-0.470971588,1.979077374,-1.195742352,3.378066808,2.412217478,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887595,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,-0.782373483,-1.72509182,1.281876945,-1.04215552,-0.0166206,0.719617514,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887596,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,4.224737748,-0.445544303,-0.28861793,2.378407629,3.183591299,-0.603098947,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887598,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,7.741141597,1.494691896,6.355331213,0.072800852,-1.621902868,1.440220504,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR9887600,2.024739943,0.519352749,1.243468348,0.053421974,0.164793822,-0.611021203,0.589741057,17.82617009,1.633410887,5.109270794,-1.195742352,9.152311853,3.12691891,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
