,lon,lat_weidu,BIOME_1_2,ABS_lat,cec_0.30_mean,nitrogen_0.30_mean,phh2o_0.30_mean,soc_0.30_mean,GDP_per_capita_PPP2005,Human_development_index2005,Annual_mean_moisture_index_2,anthropogenic_biome_2,Aridity_index_2,CN30cm_1_2,population_density_2,Human_influence_index_2,development_threat_index_2,human_modification_terrestrial_2,nfertilizer_global_2,occP_1_2,totP,labP,orgP,pfertilizer_global_2,Potential_evapotranspiration_annual_2,secP_1_2,SMC30cm_1_2,SMN30cm_1_2,wc2.1_2.5m_elev_2,bdod_0_30cm_mean,cfvo_0_30cm_mean,clay_0_30cm_mean,ocd_0_30cm_mean,sand_0_30cm_mean,silt_0_30cm_mean,human_footprint_3,travel_time_to_cities_min,prec,srad,tavg,tmax,tmin,human_sum,human_organic,human_inorganic,human_two_component,human_phosphotransferase,human_transporters
SRR12917100,-89.3341,41.9035,111,41.9035,222.3000844,363.0098419,62.59337234,349.2885132,55146.66406,0.950202405,0.906385779,32,8197,7.345580101,2.111130714,26,2,0.522099316,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1129,8.095523834,118.1610031,16.08600044,227,148.6131083,13.24097919,265.5460917,282.2982635,109.3679606,625.3493449,5.930280209,23.90052605,77.51503499,13531.83333,8.763064524,14.48885244,3.039247106,-1.459313092,-0.891718276,-0.240766466,-0.161978715,0.554827406,-0.719677042
SRR12917102,-89.352,41.9002,111,41.9002,206.0052032,309.8156281,61.97609965,347.4931641,55146.66406,0.950202405,0.906385779,32,8212,7.345580101,56.34823608,26,2,0.635466576,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1126,8.095523834,118.1610031,16.08600044,227,148.8480733,9.68399334,306.68809,275.1028544,121.2169113,571.8109334,6.03736639,18.15440178,77.15953191,13531.83333,8.804109653,14.48553203,3.124485244,-0.745583654,-0.756388897,-0.06668166,0.059876583,0.789773634,-0.772163313
SRR12917118,-89.3556,41.9002,111,41.9002,206.0052032,309.8156281,61.97609965,347.4931641,55146.66406,0.950202405,0.906385779,32,8212,7.345580101,56.34823608,26,2,0.635466576,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1126,8.095523834,118.1610031,16.08600044,227,148.8480733,9.68399334,306.68809,275.1028544,121.2169113,571.8109334,6.065305233,16.15520096,77.15953191,13531.83333,8.804109653,14.48553203,3.124485244,-0.744316133,-0.755745611,-0.067286779,0.059757839,0.789485193,-0.770526776
SRR12917144,-89.352,41.9002,111,41.9002,206.0052032,309.8156281,61.97609965,347.4931641,55146.66406,0.950202405,0.906385779,32,8212,7.345580101,56.34823608,26,2,0.635466576,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1126,8.095523834,118.1610031,16.08600044,227,148.8480733,9.68399334,306.68809,275.1028544,121.2169113,571.8109334,6.03736639,18.15440178,77.15953191,13531.83333,8.804109653,14.48553203,3.124485244,-0.745583654,-0.756388897,-0.06668166,0.059876583,0.789773634,-0.772163313
SRR12917169,-89.3341,41.9035,111,41.9035,222.3000844,363.0098419,62.59337234,349.2885132,55146.66406,0.950202405,0.906385779,32,8197,7.345580101,2.111130714,26,2,0.522099316,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1129,8.095523834,118.1610031,16.08600044,227,148.6131083,13.24097919,265.5460917,282.2982635,109.3679606,625.3493449,5.930280209,23.90052605,77.51503499,13531.83333,8.763064524,14.48885244,3.039247106,-1.459313092,-0.891718276,-0.240766466,-0.161978715,0.554827406,-0.719677042
SRR12917171,-89.3636,41.896,111,41.896,211.8005829,327.6331228,60.86530431,401.5789795,55146.66406,0.950202405,0.906385779,32,8229,7.345580101,3.169389248,26,2,0.268482566,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1127,8.095523834,118.1610031,16.08600044,227,146.7617747,13.88275242,296.8348796,280.7258555,107.1849391,595.9730225,6.877072334,14.18058491,77.15953191,13531.83333,8.804109653,14.48553203,3.124485244,-3.02662261,-1.171789224,-0.657775801,-0.663803539,0.016522394,-0.54977644
SRR12917172,-89.3636,41.896,111,41.896,211.8005829,327.6331228,60.86530431,401.5789795,55146.66406,0.950202405,0.906385779,32,8229,7.345580101,3.169389248,26,2,0.268482566,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1127,8.095523834,118.1610031,16.08600044,227,146.7617747,13.88275242,296.8348796,280.7258555,107.1849391,595.9730225,6.877072334,14.18058491,77.15953191,13531.83333,8.804109653,14.48553203,3.124485244,-3.02662261,-1.171789224,-0.657775801,-0.663803539,0.016522394,-0.54977644
SRR12917226,-89.3578,41.8725,111,41.8725,220.8484955,383.5871023,60.25854619,422.4150696,55146.66406,0.950202405,0.906385779,32,8178,7.345580101,10.69501495,26,2,0.337719411,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1134,8.095523834,118.1610031,16.08600044,235,147.1227366,9.723461787,278.2775879,285.4175975,175.0522207,546.6094564,5.342884541,18.45343208,77.7276063,13526.58333,8.829382757,14.55663672,3.100293954,-2.637507013,-1.121732501,-0.515012918,-0.522246854,0.175452995,-0.653967736
SRR12917227,-89.3636,41.896,111,41.896,211.8005829,327.6331228,60.86530431,401.5789795,55146.66406,0.950202405,0.906385779,32,8229,7.345580101,3.169389248,26,2,0.268482566,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1127,8.095523834,118.1610031,16.08600044,227,146.7617747,13.88275242,296.8348796,280.7258555,107.1849391,595.9730225,6.877072334,14.18058491,77.15953191,13531.83333,8.804109653,14.48553203,3.124485244,-3.02662261,-1.171789224,-0.657775801,-0.663803539,0.016522394,-0.54977644
SRR12917497,-89.3578,41.8725,111,41.8725,220.8484955,383.5871023,60.25854619,422.4150696,55146.66406,0.950202405,0.906385779,32,8178,7.345580101,10.69501495,26,2,0.337719411,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1134,8.095523834,118.1610031,16.08600044,235,147.1227366,9.723461787,278.2775879,285.4175975,175.0522207,546.6094564,5.342884541,18.45343208,77.7276063,13526.58333,8.829382757,14.55663672,3.100293954,-2.637507013,-1.121732501,-0.515012918,-0.522246854,0.175452995,-0.653967736
SRR12917870,-89.3541,41.8784,111,41.8784,208.2473653,390.1242065,60.02944819,438.6853638,55146.66406,0.950202405,0.906385779,32,8157,7.345580101,7.246538639,26,2,0.314023256,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1135,8.095523834,118.1610031,16.08600044,227,146.0757039,8.233499686,275.8286947,285.2899221,112.8707809,611.1795247,6.097596169,28.82982635,77.15953191,13531.83333,8.804109653,14.48553203,3.124485244,-2.766429668,-1.134545667,-0.569265618,-0.571411644,0.119049671,-0.610256412
SRR12917871,-89.3541,41.8784,111,41.8784,208.2473653,390.1242065,60.02944819,438.6853638,55146.66406,0.950202405,0.906385779,32,8157,7.345580101,7.246538639,26,2,0.314023256,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1135,8.095523834,118.1610031,16.08600044,227,146.0757039,8.233499686,275.8286947,285.2899221,112.8707809,611.1795247,6.097596169,28.82982635,77.15953191,13531.83333,8.804109653,14.48553203,3.124485244,-2.766429668,-1.134545667,-0.569265618,-0.571411644,0.119049671,-0.610256412
SRR12917872,-89.3578,41.8725,111,41.8725,220.8484955,383.5871023,60.25854619,422.4150696,55146.66406,0.950202405,0.906385779,32,8178,7.345580101,10.69501495,26,2,0.337719411,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1134,8.095523834,118.1610031,16.08600044,235,147.1227366,9.723461787,278.2775879,285.4175975,175.0522207,546.6094564,5.342884541,18.45343208,77.7276063,13526.58333,8.829382757,14.55663672,3.100293954,-2.637507013,-1.121732501,-0.515012918,-0.522246854,0.175452995,-0.653967736
SRR12917873,-89.3208,41.8854,111,41.8854,206.6806335,353.037735,62.34420268,356.206665,55146.66406,0.950202405,0.910777092,32,8219,7.345580101,4.339699745,26,2,0.562215388,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1132,8.095523834,118.1610031,16.08600044,242,148.196462,7.591894627,289.343099,285.1062724,130.1722056,580.3858236,6,25.72534943,77.51503499,13485.25,8.763064524,14.48885244,3.039247106,-1.205185566,-0.842970499,-0.179818024,-0.083412638,0.637883656,-0.736868061
SRR12917878,-89.3208,41.8854,111,41.8854,206.6806335,353.037735,62.34420268,356.206665,55146.66406,0.950202405,0.910777092,32,8219,7.345580101,4.339699745,26,2,0.562215388,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1132,8.095523834,118.1610031,16.08600044,242,148.196462,7.591894627,289.343099,285.1062724,130.1722056,580.3858236,6,25.72534943,77.51503499,13485.25,8.763064524,14.48885244,3.039247106,-1.205185566,-0.842970499,-0.179818024,-0.083412638,0.637883656,-0.736868061
SRR12917908,-89.305,41.893,111,41.893,216.5934601,331.502243,62.5228068,367.3901367,55146.66406,0.950202405,0.910777092,32,8212,7.345580101,5.026120186,26,2,0.599262357,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1133,8.095523834,118.1610031,16.08600044,242,148.2361196,7.854518731,310.0030009,296.1397654,155.7963562,534.0956624,6.491519451,21.49459839,77.51503499,13485.25,8.763064524,14.48885244,3.039247106,-0.95644558,-0.788949864,-0.133144088,-0.012442076,0.710496888,-0.732406441
SRR12927600,-88.2058,40.0633,111,40.0633,217.5960388,214.9414673,59.99016317,356.7350464,55146.66406,0.950202405,0.884690046,32,8419,6.894935608,0.371214032,39,2,0.718410432,73.99900055,81.26031494,184.4893646,9.68871212,34.56048203,20.4489994,1205,8.095523834,116.9250031,16.95809937,220,149.0553182,14.02016449,297.340332,307.7401988,83.60678864,618.8844604,26.82715988,6.277849197,84.58306948,13718,11.0541804,16.59585174,5.514416099,0.556910687,-0.375256672,-0.474502069,0.091313999,0.761503193,0.553852236
SRR12927878,-88.2058,40.0633,111,40.0633,217.5960388,214.9414673,59.99016317,356.7350464,55146.66406,0.950202405,0.884690046,32,8419,6.894935608,0.371214032,39,2,0.718410432,73.99900055,81.26031494,184.4893646,9.68871212,34.56048203,20.4489994,1205,8.095523834,116.9250031,16.95809937,220,149.0553182,14.02016449,297.340332,307.7401988,83.60678864,618.8844604,26.82715988,6.277849197,84.58306948,13718,11.0541804,16.59585174,5.514416099,0.556910687,-0.375256672,-0.474502069,0.091313999,0.761503193,0.553852236
SRR12927892,-88.2058,40.0633,111,40.0633,217.5960388,214.9414673,59.99016317,356.7350464,55146.66406,0.950202405,0.884690046,32,8419,6.894935608,0.371214032,39,2,0.718410432,73.99900055,81.26031494,184.4893646,9.68871212,34.56048203,20.4489994,1205,8.095523834,116.9250031,16.95809937,220,149.0553182,14.02016449,297.340332,307.7401988,83.60678864,618.8844604,26.82715988,6.277849197,84.58306948,13718,11.0541804,16.59585174,5.514416099,0.556910687,-0.375256672,-0.474502069,0.091313999,0.761503193,0.553852236
SRR13115018,9.9,51.6,103,51.6,216.8930308,337.9649099,60.15642802,632.1658325,38369.4375,0.912898958,0.87969625,25,8110,5.71406126,200.1749573,37,1,0.800294697,36.24499893,73.08300781,193.5914917,14.03206253,48.01467514,3.177000046,805,22.01743317,116.5039978,20.38899994,153,128.2866898,109.7186941,273.0397339,346.3405151,327.4649862,399.4053446,27.40556717,1.722798944,57.56134288,9841.916667,8.820186973,12.8373642,4.806107127,2.479141876,0.660023043,0.231155777,0.691728168,0.663011173,0.233223715
SRR13115019,9.9,51.6,103,51.6,216.8930308,337.9649099,60.15642802,632.1658325,38369.4375,0.912898958,0.87969625,25,8110,5.71406126,200.1749573,37,1,0.800294697,36.24499893,73.08300781,193.5914917,14.03206253,48.01467514,3.177000046,805,22.01743317,116.5039978,20.38899994,153,128.2866898,109.7186941,273.0397339,346.3405151,327.4649862,399.4053446,27.40556717,1.722798944,57.56134288,9841.916667,8.820186973,12.8373642,4.806107127,2.479141876,0.660023043,0.231155777,0.691728168,0.663011173,0.233223715
SRR13164784,-89.3208,41.8854,111,41.8854,206.6806335,353.037735,62.34420268,356.206665,55146.66406,0.950202405,0.910777092,32,8219,7.345580101,4.339699745,26,2,0.562215388,73.87599945,81.26031494,184.4893646,9.68871212,34.56048203,18.84300041,1132,8.095523834,118.1610031,16.08600044,242,148.196462,7.591894627,289.343099,285.1062724,130.1722056,580.3858236,6,25.72534943,77.51503499,13485.25,8.763064524,14.48885244,3.039247106,-1.205185566,-0.842970499,-0.179818024,-0.083412638,0.637883656,-0.736868061
SRR13254584,164.6956,-74.3556,NA,74.3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2140,NA,NA,NA,NA,NA,NA,NA,NA,10.30473411,11827.33333,-25.85165874,-22.43773588,-29.26470296,NA,NA,NA,NA,NA,NA
SRR13258664,164.6955,-74.3555,NA,74.3555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2140,NA,NA,NA,NA,NA,NA,NA,NA,10.30473411,11827.33333,-25.85165874,-22.43773588,-29.26470296,NA,NA,NA,NA,NA,NA
SRR13435494,121.3780556,28.53861111,105,28.53861111,NA,NA,NA,NA,21194.58984,0.790081263,1.153987169,11,11216,5.803480625,3863.879883,46,1,0.92622298,49.59799957,92.51729584,195.9403992,10.63113976,23.85684204,9.288000107,1323,12.01992607,77.48459625,13.35140038,5,NA,NA,NA,NA,NA,NA,32.62797928,0,123.9281823,14190.83333,17.50682298,20.95779562,14.06009112,2.895724456,0.488665938,0.263568636,0.750706892,0.790609077,0.602173913
SRR13435500,121.3708333,28.54111111,105,28.54111111,185.6666667,182.3333333,59.66666667,328,21194.58984,0.790081263,1.153987169,11,11209,5.803480625,3863.879883,46,1,0.930773616,49.59799957,92.51729584,195.9403992,10.63113976,23.85684204,9.288000107,1322,12.01992607,77.48459625,13.35140038,22,126,131.3333333,341.6666667,279.6666667,209.6666667,448.6666667,36.20387268,0,123.9281823,14178.33333,17.50682298,20.95779562,14.06009112,3.030110876,0.567452684,0.189368267,0.746725408,0.766376794,0.760187724
SRR13435506,121.415,28.62027778,105,28.62027778,179.7679291,253.7379761,63.50966899,340.2264404,21194.58984,0.790081263,1.153987169,11,11152,5.803480625,3460.149658,50,1,0.827836931,49.59799957,92.51729584,195.9403992,10.63113976,23.85684204,9.288000107,1319,12.01992607,77.48459625,13.35140038,6,121.8236669,93.72240448,317.4861755,273.2946472,210.3584391,472.4887288,36.0377655,0,121.0564219,14169.58333,17.41300495,20.78380052,14.0439047,2.500412377,0.432498627,0.030282461,0.543330598,0.548806832,0.945493859
SRR13435512,121.3636111,28.50888889,105,28.50888889,NA,NA,NA,NA,21194.58984,0.790081263,1.153987169,11,11551,5.803480625,4255.979492,46,1,0.92846036,49.59799957,92.51729584,195.9403992,10.63113976,23.85684204,9.288000107,1299,12.01992607,77.48459625,13.35140038,22,NA,NA,NA,NA,NA,NA,35.31850052,0,123.8530401,14178.33333,17.38254432,20.69896396,14.06610173,2.955186761,0.538650116,0.202918293,0.74211625,0.765961358,0.705540744
SRR13451248,161.35,68.6125,105,68.6125,470.8381449,654.2130534,61.76238505,1397.701782,30971.42969,0.811073124,0.373164028,62,3354,4.567712784,0.058992282,8,4,0.002419714,0,NA,NA,NA,NA,0,512,NA,132.2330017,28.94949913,4,109.8115616,114.8740234,206.9438324,448.2751465,327.274231,465.815328,0.00914852,2494.268066,14.12080725,9105.666667,-11.52832872,-7.114326278,-15.94776106,-3.309862179,-0.680702299,-0.502640783,-0.576925174,-0.243187906,-1.306406017
SRR13590450,116,39,111,39,202.2674611,123.4213486,80.66666667,119.9016724,11805.66797,0.733798623,0.430071831,12,3377,7.284874439,590.0803223,22,2,0.791736662,122.3059998,73.31347656,321.8891602,39.77147675,130.8690491,28.13599968,1468,23.08366013,82.3015976,11.29759979,9,137.8738912,96.92281342,205.7570292,169.2903544,374.378245,420.1980794,19.47175789,21.91690254,41.01406604,15581,12.73562327,18.47281192,6.99545394,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821
SRR13590451,116,39,111,39,202.2674611,123.4213486,80.66666667,119.9016724,11805.66797,0.733798623,0.430071831,12,3377,7.284874439,590.0803223,22,2,0.791736662,122.3059998,73.31347656,321.8891602,39.77147675,130.8690491,28.13599968,1468,23.08366013,82.3015976,11.29759979,9,137.8738912,96.92281342,205.7570292,169.2903544,374.378245,420.1980794,19.47175789,21.91690254,41.01406604,15581,12.73562327,18.47281192,6.99545394,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821
SRR13590452,116,39,111,39,202.2674611,123.4213486,80.66666667,119.9016724,11805.66797,0.733798623,0.430071831,12,3377,7.284874439,590.0803223,22,2,0.791736662,122.3059998,73.31347656,321.8891602,39.77147675,130.8690491,28.13599968,1468,23.08366013,82.3015976,11.29759979,9,137.8738912,96.92281342,205.7570292,169.2903544,374.378245,420.1980794,19.47175789,21.91690254,41.01406604,15581,12.73562327,18.47281192,6.99545394,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821
SRR13590453,116,39,111,39,202.2674611,123.4213486,80.66666667,119.9016724,11805.66797,0.733798623,0.430071831,12,3377,7.284874439,590.0803223,22,2,0.791736662,122.3059998,73.31347656,321.8891602,39.77147675,130.8690491,28.13599968,1468,23.08366013,82.3015976,11.29759979,9,137.8738912,96.92281342,205.7570292,169.2903544,374.378245,420.1980794,19.47175789,21.91690254,41.01406604,15581,12.73562327,18.47281192,6.99545394,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821
SRR13590454,116,39,111,39,202.2674611,123.4213486,80.66666667,119.9016724,11805.66797,0.733798623,0.430071831,12,3377,7.284874439,590.0803223,22,2,0.791736662,122.3059998,73.31347656,321.8891602,39.77147675,130.8690491,28.13599968,1468,23.08366013,82.3015976,11.29759979,9,137.8738912,96.92281342,205.7570292,169.2903544,374.378245,420.1980794,19.47175789,21.91690254,41.01406604,15581,12.73562327,18.47281192,6.99545394,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821
SRR13590455,116,39,111,39,202.2674611,123.4213486,80.66666667,119.9016724,11805.66797,0.733798623,0.430071831,12,3377,7.284874439,590.0803223,22,2,0.791736662,122.3059998,73.31347656,321.8891602,39.77147675,130.8690491,28.13599968,1468,23.08366013,82.3015976,11.29759979,9,137.8738912,96.92281342,205.7570292,169.2903544,374.378245,420.1980794,19.47175789,21.91690254,41.01406604,15581,12.73562327,18.47281192,6.99545394,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821
SRR13590456,116,39,111,39,202.2674611,123.4213486,80.66666667,119.9016724,11805.66797,0.733798623,0.430071831,12,3377,7.284874439,590.0803223,22,2,0.791736662,122.3059998,73.31347656,321.8891602,39.77147675,130.8690491,28.13599968,1468,23.08366013,82.3015976,11.29759979,9,137.8738912,96.92281342,205.7570292,169.2903544,374.378245,420.1980794,19.47175789,21.91690254,41.01406604,15581,12.73562327,18.47281192,6.99545394,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821
SRR13590457,116,39,111,39,202.2674611,123.4213486,80.66666667,119.9016724,11805.66797,0.733798623,0.430071831,12,3377,7.284874439,590.0803223,22,2,0.791736662,122.3059998,73.31347656,321.8891602,39.77147675,130.8690491,28.13599968,1468,23.08366013,82.3015976,11.29759979,9,137.8738912,96.92281342,205.7570292,169.2903544,374.378245,420.1980794,19.47175789,21.91690254,41.01406604,15581,12.73562327,18.47281192,6.99545394,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821
SRR13614379,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614380,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614381,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614382,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614383,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614384,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614385,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614386,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614387,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614388,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614389,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614390,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614391,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614392,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
SRR13614393,116.65,37.3,111,37.3,212.691803,95.81803131,79.67560069,88.3394928,17012.875,0.76565671,0.445816636,22,3491,7.035243511,294.3126831,26,2,0.752125621,108.9290009,73.31347656,321.8891602,39.77147675,130.8690491,24.83499908,1486,23.08366013,85.37619781,12.13549995,20,136.412969,81.21961975,208.2702942,150.7014364,268.4023081,523.5642802,18.46795082,4.652395725,43.25088843,16345,13.09122774,18.25112559,7.93249387,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715
